CCDS release 9,CCDS release 15,X [mutability of noncoding sequence],Y [Tally of unique common noncoding variation],ncRVIS,ncRVIS percentile [Ensembl73] (n=690 WGS),ncGERP      [Average GERP++],ncGERP percentile [Ensembl73],RVIS-CHGV percentile [CCDS r14] (n=690 WGS),RVIS percentile (Petrovski et al 2013),pcGERP percentile [CCDS r14],Used in Table 1,ncCADD     [Average CADD],ncGWAVA [Average GWAVA]
GPR26,GPR26,7.6315E-05,30,2.298907456,97.78774657,-0.708938658,84.21025456,24.6835443,-,41.49784483,No,6.298439619,0.762276905
ZBTB8OS,ZBTB8OS,1.81678E-05,15,2.301432733,97.79389172,-0.201912999,58.99726339,49.51668585,62.7388535,22.51616379,Yes,5.821052793,0.497222647
GPA33,GPA33,2.58955E-05,17,2.302451622,97.80003687,-0.739097476,85.32555378,77.84234753,63.48785091,86.83189655,Yes,5.943719668,0.529813218
PRRC1,PRRC1,3.74037E-05,20,2.308748184,97.80618202,-0.19237656,58.42928693,60.20713464,9.961075725,55.8512931,Yes,7.204953516,0.513198663
GPD1L,GPD1L,3.73861E-05,20,2.309745785,97.81232717,-0.282457593,63.39133578,30.13808976,22.35786742,37.63469828,Yes,7.896745436,0.572412308
GPR97,GPR97,1.79984E-05,15,2.311035809,97.81847232,-0.843136594,88.76955646,88.87226697,45.57088936,83.53448276,Yes,6.587284743,0.559750755
RFPL3,RFPL3,1.02148E-05,13,2.313210005,97.82461746,-0.238227856,61.083286,97.08860759,85.17928757,95.63577586,Yes,2.274850427,0.340961538
RRAGD,RRAGD,3.73222E-05,20,2.313367761,97.83076261,0.826083702,23.10115144,34.41887227,49.75819769,11.40086207,Yes,8.461213966,0.654113619
FBXL2,FBXL2,3.71918E-05,20,2.320759107,97.83690776,0.113798842,43.24882532,55.36248562,38.57631517,32.14439655,Yes,7.154233605,0.435342077
C12orf73,C12orf73,2.55076E-05,17,2.32444003,97.84305291,-0.52739339,76.62518717,76.07594937,88.15758434,46.84806034,Yes,5.793793552,0.451647727
ASAH1,ASAH1,2.16342E-05,16,2.324469628,97.84919806,-0.536785395,77.02277069,96.61680092,80.31375324,68.46443966,Yes,7.362398203,0.571492439
ZNF763,ZNF763,2.15772E-05,16,2.327700828,97.85534321,-0.246143305,61.55832086,92.68699655,89.82661005,96.15301724,Yes,3.280448894,0.392875075
GNA11,GNA11,4.8671E-05,23,2.328751161,97.86148835,-0.379087228,68.91619766,17.52589183,43.57159707,59.28340517,Yes,5.364066103,0.333579837
PAK2,PAK2,5.25277E-05,24,2.329709525,97.8676335,1.177162004,16.59523932,19.9712313,30.06605331,15.12931034,Yes,6.451196466,0.639225631
PDXK,PDXK,0.000102759,37,2.337370475,97.87377865,-1.114585421,95.0947488,28.0840046,31.9297004,54.73060345,Yes,4.661441481,0.570214296
ADH5,ADH5,2.12844E-05,16,2.344299085,97.8799238,-0.39486642,69.79914287,32.51438435,66.82000472,44.64439655,Yes,4.479900942,0.540496249
IRF4,IRF4,4.8394E-05,23,2.34445154,97.88606895,-1.178889395,95.97769402,53.52128884,17.91106393,27.81788793,Yes,6.154742478,0.684443378
KATNAL1,KATNAL1,7.15267E-05,29,2.350715499,97.8922141,-0.333999483,66.31383281,23.99884925,41.90846898,30.52801724,Yes,5.639629454,0.653946451
ANKLE1,ANKLE1,2.50047E-05,17,2.352947695,97.89835925,-0.316654707,65.31212888,97.97468354,99.0504836,91.40625,Yes,4.943687594,0.53184466
CECR6,CECR6,3.65804E-05,20,2.355414889,97.90450439,-0.025117799,49.51722001,-,-,76.30387931,No,8.858000963,0.74788045
TUBA3C,TUBA3C,9.33645E-06,13,2.363006916,97.91064954,-0.393381239,69.73201838,81.55926352,18.90186365,86.25,Yes,4.202246997,0.329842342
MRS2,MRS2,2.8572E-05,18,2.370274822,97.91679469,-0.599599323,79.86265297,91.39240506,72.65864591,49.50431034,Yes,7.006724742,0.603300404
C2orf50,C2orf50,3.24233E-05,19,2.37150875,97.92293984,-0.381915322,69.10208086,47.39355581,89.39018636,86.20150862,Yes,4.849799672,0.449344531
AGPAT5,AGPAT5,3.24126E-05,19,2.372115277,97.92908499,-0.336525994,66.49971601,63.59033372,21.55579146,53.3512931,Yes,8.16567455,0.648457466
STX7,STX7,0.000171908,55,2.372465414,97.93523014,0.118445477,42.98032736,43.24510932,46.48502005,12.99030172,Yes,5.768371473,0.29555051
PSORS1C1,PSORS1C1,9.16505E-06,13,2.372724403,97.94137528,-0.399350763,70.07280425,94.48216341,97.24581269,98.30280172,Yes,5.472813429,0.435524476
CARD8,CARD8,4.39712E-05,22,2.375586588,97.94752043,-0.197157237,58.73392885,97.63521289,92.79311158,95.9375,Yes,3.227272572,0.422623877
CLSTN2,CLSTN2,0.00012917,44,2.378010578,97.95366558,-0.094704981,53.08514483,33.97583429,24.71691437,28.59913793,Yes,6.456427576,0.306957686
TNFRSF11A,TNFRSF11A,7.87805E-05,31,2.378759843,97.95981073,-0.312187295,65.03330407,70.24741082,84.6131163,78.18426724,Yes,5.298156079,0.477789683
GOLT1B,GOLT1B,3.61392E-05,20,2.380423642,97.96595588,1.162566105,16.8430836,54.59148446,79.7888653,2.262931034,Yes,8.432470768,0.613756545
CASP14,CASP14,3.22057E-05,19,2.383843395,97.97210103,-0.429165522,71.65281148,36.46144994,38.98325077,80.14547414,Yes,4.447301426,0.350464259
RPH3AL,RPH3AL,2.82058E-05,18,2.391033375,97.97824617,-0.494183383,74.93674808,59.71806674,42.16206653,59.41271552,Yes,5.817035189,0.629306652
SIAH3,SIAH3,4.36801E-05,22,2.392086705,97.98439132,-0.010274251,48.74270667,33.30264672,27.41802312,43.56142241,Yes,7.712302558,0.578534334
ATP5G3,ATP5G3,6.69164E-05,28,2.392440897,97.99053647,0.218153347,39.52599783,53.18757192,46.20193442,1.029094828,Yes,6.900934541,0.444518164
TMEM41B,TMEM41B,4.36145E-05,22,2.395805058,97.99668162,0.73275577,25.05292508,65.83429229,66.82000472,9.849137931,Yes,6.881676753,0.557857999
CDON,CDON,7.06859E-05,29,2.398371574,98.00282677,-0.1233355,54.63933495,97.43383199,88.16348195,61.93965517,Yes,7.709919384,0.761082219
COL1A1,COL1A1,3.5648E-05,20,2.408266933,98.00897192,1.265391471,15.40248877,1.455696203,2.25878745,27.24676724,Yes,8.836762995,0.720256012
PTPRE,PTPRE,3.94461E-05,21,2.412527765,98.01511707,-0.293643299,64.07807095,5.730724971,5.113234253,53.02801724,Yes,7.932273652,0.668789901
ZNF720,ZNF720,3.16131E-05,19,2.417435299,98.02126221,0.055381133,45.74792172,55.38550058,82.3720217,93.28125,Yes,3.526538092,0.50864085
SLC2A5,SLC2A5,3.5446E-05,20,2.419717259,98.02740736,-0.28667558,63.65983374,17.37054085,39.17197452,80.50107759,Yes,5.709031096,0.573225473
TRIM68,TRIM68,3.15055E-05,19,2.423534736,98.03355251,-0.455442136,73.08824289,20.44879171,6.782259967,68.53448276,Yes,6.139783333,0.62105036
MYSM1,MYSM1,6.24866E-05,27,2.423942107,98.03969766,-0.217709965,59.89569887,87.34177215,64.82071243,35.77047414,Yes,6.430428151,0.608603896
C14orf37,C14orf37,5.07411E-05,24,2.430974882,98.04584281,0.27695135,37.59487789,92.80207135,77.31186601,79.34806034,Yes,5.858431461,0.546737735
PSORS1C2,PSORS1C2,1.57434E-05,15,2.438874226,98.05198796,-0.136950143,55.47064594,84.86766398,94.0905874,64.68211207,Yes,9.780181726,0.338629442
TTC30A,TTC30A,3.89416E-05,21,2.441124862,98.0581331,0.027824395,46.92518201,79.49942463,72.71172446,18.90086207,Yes,7.468820935,0.555173123
SPRR3,SPRR3,7.81136E-06,13,2.449473767,98.06427825,-0.224057004,60.26746528,74.32681243,78.46190139,96.49784483,Yes,6.970087841,0.41456621
TAGAP,TAGAP,2.32717E-05,17,2.451188979,98.0704234,-0.2325766,60.81478804,20.18411968,89.86199575,85.79741379,Yes,8.54315419,0.684391281
ATF6,ATF6,6.97413E-05,29,2.451911767,98.07656855,-0.461386911,73.36190427,89.25201381,77.22929936,43.61530172,Yes,7.400229359,0.607919358
RFWD3,RFWD3,3.86354E-05,21,2.45848171,98.0827137,-0.155150958,56.40006196,78.55005754,19.86317528,67.1012931,Yes,6.414878735,0.518863794
MYOZ3,MYOZ3,3.47373E-05,20,2.459890295,98.08885885,-0.301575662,64.51179842,87.54890679,76.04977589,70.61961207,Yes,5.817619664,0.56775545
INMT,INMT,2.69396E-05,18,2.462811498,98.09500399,-0.158905737,56.60659885,99.18872267,97.61146497,89.24030172,Yes,4.141289617,0.429190263
ARL14EPL,ARL14EPL,1.49689E-05,15,2.482783818,98.10114914,-0.629914686,81.16899881,72.58918297,-,52.61853448,No,5.914684545,0.239364855
FAXC,FAXC,0.000111807,40,2.483492824,98.10729429,0.372031033,34.51747818,27.61795167,48.34866714,8.442887931,Yes,7.475952648,0.209165716
HNRPDL,HNRNPDL,3.0369E-05,19,2.487959851,98.11343944,0.400702009,33.70682088,35.73647871,35.74545883,5.975215517,Yes,7.390480463,0.609212828
ESPNL,ESPNL,2.64347E-05,18,2.49143399,98.11958459,-0.944673043,91.66623638,99.06789413,-,73.11961207,No,5.449155846,0.569350775
KBTBD11,KBTBD11,6.90335E-05,29,2.492030649,98.12572974,-1.355745061,97.76940156,-,-,73.36206897,No,6.031472266,0.607294071
ZNF783,ZNF783,3.39613E-05,20,2.503879233,98.13187488,-0.438488497,72.12268291,57.46835443,-,77.62931034,No,5.947654563,0.429025188
PDK4,PDK4,3.38321E-05,20,2.511203264,98.13802003,0.243135754,38.71534053,25.62140391,56.92380278,22.86637931,Yes,7.054388631,0.680398299
KRTAP10-2,KRTAP10-2,1.05163E-05,14,2.515669959,98.14416518,-0.829890903,88.41328032,97.28998849,90.26893135,90.92133621,Yes,5.094396598,0.383269537
TUB,TUB,6.08636E-05,27,2.515935772,98.15031033,0.426498711,32.9477978,31.12773303,10.12031139,30.82974138,Yes,10.48181867,0.743305221
GP5,GP5,2.98723E-05,19,2.516117148,98.15645548,-0.666207234,82.55795942,23.82048331,51.91672564,88.72844828,Yes,4.748956446,0.577057701
SCARA5,SCARA5,3.75204E-05,21,2.521686404,98.16260063,0.353036931,35.08029122,90.3452244,83.41589998,37.04741379,Yes,6.094841475,0.703749549
DCDC2,DCDC2,4.13533E-05,22,2.523978825,98.16874578,-0.03356349,50.01807198,84.48791715,88.74144845,49.89762931,Yes,6.466940991,0.710390764
APC2,APC2,7.23112E-05,30,2.525844067,98.17489092,-0.94160649,91.61976558,-,-,80.60344828,No,5.568272539,0.593432986
NKAIN3,NKAIN3,1.4193E-05,15,2.526774029,98.18103607,0.151836087,41.72045232,71.58803222,68.98443029,25.00538793,Yes,5.016863821,0.532914614
SMAD9,SMAD9,4.89581E-05,24,2.532040468,98.18718122,0.087157924,44.37961481,16.70886076,12.88039632,36.1799569,Yes,7.210613742,0.605571662
ALDH4A1,ALDH4A1,2.95299E-05,19,2.535527633,98.19332637,-1.343692881,97.64547942,86.75489068,67.52182118,41.1799569,Yes,7.617086594,0.459864371
IL1F10,IL1F10,1.40044E-05,15,2.537467034,98.19947152,-0.731592949,85.04156555,85.19562716,81.99457419,60.42025862,Yes,5.44975571,0.425698179
NHLH2,NHLH2,9.91939E-05,37,2.539461482,98.20561667,0.873400894,22.21820623,-,62.38499646,20.2424569,No,7.178763071,0.572042752
RNASE11,RNASE11,1.39667E-05,15,2.53960451,98.21176181,-0.369301777,68.42567254,84.28078251,79.25218212,91.36314655,Yes,6.35437299,0.60620155
EVC,EVC,5.6511E-05,26,2.543069385,98.21790696,-0.616916142,80.65782,94.92520138,99.58126917,80.77586207,Yes,3.527956199,0.501541491
KRTAP4-8,KRTAP4-8,1.00303E-05,14,2.543225555,98.22405211,-0.563209246,78.35493365,90.53509781,-,86.98275862,No,5.300085984,0.471413428
ARRDC4,ARRDC4,3.71325E-05,21,2.543675318,98.23019726,-0.070793827,51.90788455,80.44303797,78.58575136,56.06681034,Yes,9.299333007,0.697347272
KIAA1715,KIAA1715,7.97224E-05,32,2.544982328,98.23634241,0.502148975,31.00635101,62.57767549,68.12927577,10.37176724,Yes,6.653932968,0.605810416
RTKN2,RTKN2,6.03283E-05,27,2.546277933,98.24248756,1.145296117,17.21485,72.42232451,48.77919321,36.44396552,Yes,7.927100323,0.708392327
HAPLN1,HAPLN1,5.63656E-05,26,2.551311136,98.2486327,1.878296724,8.245985439,61.283084,20.53550366,18.30818966,Yes,7.298600459,0.713860202
CHRNA2,CHRNA2,3.67704E-05,21,2.564201934,98.25477785,-0.893681803,90.38054422,62.96317606,13.67067705,55.10237069,Yes,4.188791942,0.716348532
SLFN5,SLFN5,9.48271E-05,36,2.567336763,98.260923,0.005261873,47.9630299,85.76524741,83.56923803,92.65086207,Yes,3.929020831,0.27846116
PMEPA1,PMEPA1,5.58751E-05,26,2.5791145,98.26706815,-0.038633562,50.21944545,59.94821634,65.75843359,42.2737069,Yes,8.186293037,0.660416371
SKA3,SKA3,2.87575E-05,19,2.579315396,98.2732133,-1.069277958,94.32023545,95.06329114,88.29912715,78.63146552,Yes,7.410550825,0.569531666
PRKD3,PRKD3,4.0367E-05,22,2.579888727,98.27935845,0.594895144,28.57954252,22.67548907,63.61759849,10.61422414,Yes,7.395741404,0.43643736
ZNF681,ZNF681,5.57874E-05,26,2.584085696,98.28550359,-0.118768571,54.37083699,94.55696203,90.6935598,94.86530172,Yes,2.618668678,0.570801249
TLR6,TLR6,4.80181E-05,24,2.585324222,98.29164874,-0.081541364,52.43971704,92.9401611,89.28992687,70.75431034,Yes,4.452507945,0.450157694
FRK,FRK,0.000133205,46,2.58876413,98.29779389,0.35729259,34.92022513,52.61219793,30.74427931,39.68211207,Yes,4.839379885,0.191108881
LHFPL5,LHFPL5,2.46622E-05,18,2.591919807,98.30393904,-0.334919608,66.37579388,36.50172612,30.06605331,17.5862069,Yes,7.52448567,0.591163467
HS6ST1,HS6ST1,4.01386E-05,22,2.592836153,98.31008419,-0.52143774,76.31021841,-,-,37.06896552,No,6.347301609,0.521288239
TTC3,TTC3,5.56109E-05,26,2.594090473,98.31622934,-0.056018488,51.22114938,87.10011507,8.911299835,70.2262931,Yes,5.796379681,0.321225122
ADARB2,ADARB2,3.23164E-05,20,2.597126777,98.32237449,-0.472080423,73.86791966,-,21.79759377,56.54094828,No,7.257148489,0.70620098
CHST3,CHST3,7.4804E-05,31,2.60415515,98.32851963,-0.214661635,59.70981567,20.15535098,30.37272942,24.73599138,Yes,7.681816193,0.66515782
ADAMTS5,ADAMTS5,7.08838E-05,30,2.606753211,98.33466478,0.645110632,27.22156245,94.28653625,69.61547535,43.79310345,Yes,8.411694526,0.555592257
HLA-DRA,HLA-DRA,8.90037E-06,14,2.607293214,98.34080993,-0.437000265,72.03490473,82.0023015,72.009908,65.78125,Yes,8.154502409,0.570930851
DRAM1,DRAM1,2.81556E-05,19,2.613438201,98.34695508,-0.127484986,54.93881345,43.2278481,36.86010852,43.22737069,Yes,5.703396107,0.43812336
SMC2,SMC2,3.5782E-05,21,2.620233212,98.35310023,-0.014063142,48.93375329,14.13693901,16.73743808,12.33836207,Yes,6.370777144,0.660673414
RSAD2,RSAD2,3.188E-05,20,2.621866623,98.35924538,-1.198847521,96.27717251,62.80782509,50.22410946,72.12823276,Yes,4.996420306,0.653714072
BSND,BSND,3.57472E-05,21,2.622206016,98.36539052,-0.848519836,88.91413229,61.95627158,29.16371786,80.21012931,Yes,6.158845009,0.5803049
HPCAL4,HPCAL4,5.50687E-05,26,2.624824964,98.37153567,0.93104071,21.08225332,41.21403913,38.2814343,23.5075431,Yes,7.035009132,0.721938053
ZNF772,ZNF772,5.11684E-05,25,2.626328521,98.37768082,-0.372684203,68.57541178,86.65132336,71.40835103,83.75538793,Yes,5.11235439,0.497585221
FCGR3B,FCGR3B,8.52044E-06,14,2.628836108,98.38382597,-0.681551639,83.18789694,41.32911392,45.12856806,93.42672414,Yes,5.221867097,0.441909677
RNF219,RNF219,2.01347E-05,17,2.629035664,98.38997112,1.249678656,15.62967935,15.02301496,45.35857514,15.19935345,Yes,8.950780217,0.515815558
RSPO4,RSPO4,2.39184E-05,18,2.634088824,98.39611627,-0.873826401,89.80224093,81.39240506,72.38145789,60.84051724,Yes,6.567085113,0.640769573
RASSF2,RASSF2,6.26319E-05,28,2.63529488,98.40226141,-0.302226044,64.53761553,25.1726122,38.81811748,30.63577586,Yes,7.230030762,0.704789623
PTPN14,PTPN14,0.000120618,43,2.643135883,98.40840656,-0.296729664,64.2536273,28.4867664,32.27765983,37.37068966,Yes,6.343958105,0.165178683
RAB31,RAB31,3.92406E-05,22,2.643742386,98.41455171,-0.424426484,71.46692828,47.35903337,42.87567823,33.04418103,Yes,9.091666128,0.563191489
GAN,GAN,3.92115E-05,22,2.645392043,98.42069686,0.423787003,33.04590282,14.38434983,18.13517339,31.70258621,Yes,8.461806906,0.625096918
KLHDC5,KLHL42,5.46992E-05,26,2.645770229,98.42684201,-0.21512411,59.73046936,16.69159954,23.03609342,50.89978448,Yes,8.485062481,0.481266802
SSR1,SSR1,0.000112808,41,2.646453971,98.43298716,-0.275206162,63.01440595,81.92174914,65.5579146,23.15732759,Yes,7.382624586,0.449415728
CDH4,CDH4,5.85181E-05,27,2.648887362,98.43913231,-0.47103954,73.80079517,9.096662831,1.615947157,55.99137931,Yes,7.252167582,0.347623565
RAB7L1,RAB7L1,3.90808E-05,22,2.652801346,98.44527745,-0.075512703,52.10925802,69.92520138,62.7388535,13.88469828,Yes,5.78261677,0.611299496
CPLX4,CPLX4,1.96985E-05,17,2.653766836,98.4514226,-0.351674514,67.30004647,53.91254315,46.20193442,30.36637931,Yes,7.480903027,0.654667438
PTPRT,PTPRT,9.32579E-05,36,2.656289086,98.45756775,0.274014278,37.69814633,4.119677791,7.873319179,10.79202586,Yes,7.501611927,0.666430192
GTPBP5,MTG2,3.50328E-05,21,2.662705666,98.4637129,-0.700151716,83.92626633,88.98734177,81.06864827,82.09590517,Yes,4.006470147,0.340235777
IQCE,IQCE,6.96496E-05,30,2.676713009,98.46985805,-0.929197937,91.27897971,98.45224396,94.81599434,86.91810345,Yes,5.092160536,0.611521391
PDPR,PDPR,7.73354E-05,32,2.680287222,98.4760032,-0.724229879,84.77306759,12.93440736,88.88888889,32.99568966,Yes,6.235072316,0.470075023
MPRIP,MPRIP,0.00010057,38,2.681129543,98.48214834,-0.720924681,84.69561625,4.062140391,4.930408115,31.25538793,Yes,4.880474801,0.214094449
NEIL2,NEIL2,3.45682E-05,21,2.689044542,98.48829349,-0.716962765,84.55104043,87.84810127,63.57041755,83.06573276,Yes,4.822366528,0.529541189
NME8,NME8,1.10721E-05,15,2.703728907,98.49443864,-0.934516476,91.43388238,90.73072497,78.79806558,84.11099138,Yes,4.267084703,0.326021841
ITPK1,ITPK1,6.91668E-05,30,2.70408068,98.50058379,-0.939521516,91.5784582,12.99194476,24.33356924,37.1012931,Yes,5.995423723,0.384736842
UNC13C,UNC13C,1.87459E-05,17,2.707777672,98.50672894,1.43489235,13.08411215,7.123130035,2.701108752,30.43103448,Yes,4.75406736,0.691830254
APOBEC4,APOBEC4,1.87304E-05,17,2.708656512,98.51287409,0.546025603,29.88588837,98.10126582,97.88275537,72.46767241,Yes,7.882543203,0.603127128
ANO3,ANO3,4.96241E-05,25,2.713870303,98.51901923,0.302255629,36.67062529,5.425776755,4.582448691,18.63685345,Yes,8.249463132,0.719642314
GNAL,GNAL,7.2796E-05,31,2.717978113,98.52516438,-0.356197779,67.60985181,23.41196778,32.61972163,41.73491379,Yes,7.171175088,0.580175439
C19orf40,C19orf40,3.00749E-05,20,2.724202918,98.53130953,-0.456746397,73.16569422,82.61219793,90.5579146,67.66702586,Yes,4.459796941,0.281591512
IFITM3,IFITM3,1.06753E-05,15,2.726229026,98.53745468,-1.52394865,98.73496153,72.12313003,62.7388535,96.29310345,Yes,6.683294479,0.37047546
ZNF493,ZNF493,3.386E-05,21,2.729194243,98.54359983,-0.38721012,69.39639593,88.88952819,28.20240623,95.59806034,Yes,3.057147532,0.53764606
QSOX1,QSOX1,8.78973E-05,35,2.74050498,98.54974498,-0.429900109,71.68379202,77.31875719,47.20452937,76.58943966,Yes,5.631862968,0.652802112
ZNF716,ZNF716,4.4954E-05,24,2.759021819,98.55589012,-0.080570822,52.3829194,77.92289988,88.62349611,92.92025862,Yes,2.338660683,0.549519595
MC2R,MC2R,3.32688E-05,21,2.762711636,98.56203527,-0.315437928,65.21918728,62.98043728,70.43524416,64.38038793,Yes,4.574875332,0.699844332
CYTH4,CYTH4,3.32344E-05,21,2.764661925,98.56818042,-0.975547179,92.42009604,45.92059839,60.47416844,47.98491379,Yes,6.594073354,0.564728237
IL36RN,IL36RN,2.93558E-05,20,2.764972523,98.57432557,-0.569975339,78.61826819,48.44649022,56.92380278,60.44181034,Yes,5.218396691,0.441218916
CYP2A7,CYP2A7,1.37829E-05,16,2.76960274,98.58047072,-0.873425436,89.77642381,99.56846951,99.46331682,90.35560345,Yes,3.935626999,0.366986564
BCAS1,BCAS1,2.49736E-05,19,2.793843438,98.58661587,0.803358454,23.5761863,97.43958573,95.28190611,80.20474138,Yes,7.621775548,0.56440536
ERBB4,ERBB4,9.06638E-05,36,2.8033432,98.59276102,1.246935669,15.68131357,2.456846951,1.786978061,8.938577586,Yes,7.49965724,0.634416045
OR51E1,OR51E1,3.25271E-05,21,2.80476241,98.59890616,0.062102318,45.43811638,79.73532796,73.41354093,40.75969828,Yes,5.592385614,0.632087989
SERPINA5,SERPINA5,1.67864E-05,17,2.818884321,98.60505131,-0.863411832,89.4717819,91.87571922,83.53385232,89.2887931,Yes,6.390280977,0.412422512
HCAR3,HCAR3,1.66586E-05,17,2.826131077,98.61119646,-0.173139165,57.44307327,75.93210587,84.05284265,85.74353448,Yes,5.904625649,0.378424938
HBG2,HBG2,2.0405E-05,18,2.833293128,98.61734161,-0.357151718,67.66664946,54.53970081,52.8544468,85.94288793,Yes,4.266096781,0.422675325
ZNF229,ZNF229,3.19687E-05,21,2.836421684,98.62348676,-0.444528054,72.43248825,94.7410817,93.48313281,95.80818966,Yes,4.391747147,0.546234537
DIP2A,DIP2A,2.78574E-05,20,2.849928159,98.62963191,-0.096065165,53.17292301,5.195627158,0.678225997,47.55926724,Yes,7.179427179,0.565386464
GRID1,GRID1,3.17149E-05,21,2.85081144,98.63577705,0.472486901,31.73439356,21.95051784,1.545175749,14.16487069,Yes,9.783965464,0.712455738
B4GALT1,B4GALT1,3.55298E-05,22,2.854117186,98.6419222,0.685811938,26.19920483,22.0023015,21.20193442,52.30603448,Yes,7.978898154,0.470369231
APOL1,APOL1,2.77164E-05,20,2.857922757,98.64806735,-0.651899779,82.03645376,97.86536249,95.12267044,99.81681034,Yes,2.832067799,0.499233227
EEPD1,EEPD1,3.92753E-05,23,2.861364663,98.6542125,-0.587464822,79.39794496,61.47295742,32.14791224,45.45797414,Yes,5.478272544,0.543522983
NPR3,NPR3,6.63011E-05,30,2.866529781,98.66035765,0.859902509,22.52801157,27.85960875,53.72729417,27.40840517,Yes,7.92389385,0.61108276
KIAA1644,KIAA1644,8.94E-05,36,2.874987413,98.6665028,-0.828414166,88.35648268,65.58688147,43.29440906,42.51077586,Yes,5.373736022,0.700348673
CNN2,CNN2,2.35058E-05,19,2.877068271,98.67264794,-0.422364907,71.38431352,25.39700806,12.77423921,64.6174569,Yes,5.685795088,0.486512936
TMEM180,TMEM180,2.34056E-05,19,2.882749821,98.67879309,0.118084017,43.01130789,12.89413119,4.393724935,26.42780172,Yes,5.883842401,0.488063604
FAM189A1,FAM189A1,4.64213E-05,25,2.895439814,98.68493824,-0.973770167,92.34780813,93.49827388,95.18164661,78.86314655,Yes,4.72619944,0.702215551
AKR1D1,AKR1D1,1.91713E-05,18,2.903248404,98.69108339,-0.393202671,69.70620127,34.60874568,16.35999056,70.89439655,Yes,4.794290736,0.590272953
GPATCH2,GPATCH2,5.37882E-05,27,2.917019145,98.69722854,-0.236136991,60.96452729,72.88837745,61.90728946,35.18318966,Yes,8.346133481,0.634186253
MMAB,MMAB,5.37675E-05,27,2.918192677,98.70337369,-0.54304341,77.3015955,78.78596087,73.41354093,62.74784483,Yes,6.320504197,0.51814551
NOL9,NOL9,6.91726E-05,31,2.923381574,98.70951883,-0.566543809,78.52016316,12.18066743,15.20405756,83.27586207,Yes,3.519697033,0.481840786
