Chromosome/scaffold name	Start (bp)	End (bp)	Feature type	Feature type class
17	7386517	7388637	DNase1	Open Chromatin
17	73873860	73874225	DNase1	Open Chromatin
17	73892388	73893341	DNase1	Open Chromatin
17	73900680	73901456	DNase1	Open Chromatin
17	73936991	73937452	DNase1	Open Chromatin
17	73966070	73966496	DNase1	Open Chromatin
17	73974992	73976265	DNase1	Open Chromatin
17	73993298	73993763	DNase1	Open Chromatin
17	74001660	74001997	DNase1	Open Chromatin
17	74068430	74068879	DNase1	Open Chromatin
17	74073005	74073397	DNase1	Open Chromatin
17	74099683	74100381	DNase1	Open Chromatin
17	74137246	74137661	DNase1	Open Chromatin
17	74178178	74178678	DNase1	Open Chromatin
17	74242419	74243005	DNase1	Open Chromatin
17	74247940	74248729	DNase1	Open Chromatin
17	74257827	74258433	DNase1	Open Chromatin
17	74259028	74259523	DNase1	Open Chromatin
17	74260764	74261551	DNase1	Open Chromatin
17	74264165	74264812	DNase1	Open Chromatin
17	74268789	74269358	DNase1	Open Chromatin
17	74275577	74275950	DNase1	Open Chromatin
17	74295212	74295540	DNase1	Open Chromatin
17	74323719	74324210	DNase1	Open Chromatin
17	74349714	74350521	DNase1	Open Chromatin
17	74377361	74377811	DNase1	Open Chromatin
17	74377972	74378427	DNase1	Open Chromatin
17	74379021	74381057	DNase1	Open Chromatin
17	74381075	74381589	DNase1	Open Chromatin
17	74381762	74382306	DNase1	Open Chromatin
17	74394056	74394465	DNase1	Open Chromatin
17	74402208	74402840	DNase1	Open Chromatin
17	74449113	74449640	DNase1	Open Chromatin
17	74462027	74462386	DNase1	Open Chromatin
17	74479571	74480206	DNase1	Open Chromatin
17	74480747	74481230	DNase1	Open Chromatin
17	74481560	74482066	DNase1	Open Chromatin
17	74487558	74489928	DNase1	Open Chromatin
17	74496147	74496709	DNase1	Open Chromatin
17	74497143	74498077	DNase1	Open Chromatin
17	74502424	74502812	DNase1	Open Chromatin
17	74507778	74508199	DNase1	Open Chromatin
17	74511270	74512123	DNase1	Open Chromatin
17	74519226	74519587	DNase1	Open Chromatin
17	74536866	74537302	DNase1	Open Chromatin
17	74553016	74554086	DNase1	Open Chromatin
17	7455959	7456566	DNase1	Open Chromatin
17	74563707	74564171	DNase1	Open Chromatin
17	74581754	74582580	DNase1	Open Chromatin
17	74593295	74594532	DNase1	Open Chromatin
17	74595700	74596254	DNase1	Open Chromatin
17	7461307	7462435	DNase1	Open Chromatin
17	74619979	74620307	DNase1	Open Chromatin
17	7463723	7464022	DNase1	Open Chromatin
17	7464226	7465528	DNase1	Open Chromatin
17	74667559	74668199	DNase1	Open Chromatin
17	74712102	74712775	DNase1	Open Chromatin
17	74721648	74723526	DNase1	Open Chromatin
17	74732217	74732826	DNase1	Open Chromatin
17	74732933	74734461	DNase1	Open Chromatin
17	7475536	7477580	DNase1	Open Chromatin
17	74768876	74769254	DNase1	Open Chromatin
17	7482273	7483921	DNase1	Open Chromatin
17	7485209	7485939	DNase1	Open Chromatin
17	7486373	7488012	DNase1	Open Chromatin
17	7492553	7493007	DNase1	Open Chromatin
17	75082612	75082977	DNase1	Open Chromatin
17	75084488	75085171	DNase1	Open Chromatin
17	75094962	75095458	DNase1	Open Chromatin
17	75096010	75096564	DNase1	Open Chromatin
17	75120284	75120898	DNase1	Open Chromatin
17	75123790	75124440	DNase1	Open Chromatin
17	75133990	75134401	DNase1	Open Chromatin
17	75135871	75137269	DNase1	Open Chromatin
17	7517767	7518909	DNase1	Open Chromatin
17	75229907	75230325	DNase1	Open Chromatin
17	75243083	75243513	DNase1	Open Chromatin
17	75262895	75263491	DNase1	Open Chromatin
17	75273811	75274439	DNase1	Open Chromatin
17	75281731	75282327	DNase1	Open Chromatin
17	7529543	7529968	DNase1	Open Chromatin
17	75304815	75305385	DNase1	Open Chromatin
17	7531031	7531524	DNase1	Open Chromatin
17	75315315	75315837	DNase1	Open Chromatin
17	75320972	75322152	DNase1	Open Chromatin
17	75327452	75327976	DNase1	Open Chromatin
17	75338454	75338805	DNase1	Open Chromatin
17	7535801	7536133	DNase1	Open Chromatin
17	75370266	75370829	DNase1	Open Chromatin
17	75385834	75386531	DNase1	Open Chromatin
17	75400833	75401411	DNase1	Open Chromatin
17	75401807	75402414	DNase1	Open Chromatin
17	75423443	75424307	DNase1	Open Chromatin
17	75424311	75424771	DNase1	Open Chromatin
17	75426132	75426510	DNase1	Open Chromatin
17	75433087	75433689	DNase1	Open Chromatin
17	75437345	75437834	DNase1	Open Chromatin
17	75440695	75441923	DNase1	Open Chromatin
17	75441925	75442597	DNase1	Open Chromatin
17	75455975	75456540	DNase1	Open Chromatin
17	75461385	75462218	DNase1	Open Chromatin
17	7548067	7548518	DNase1	Open Chromatin
17	75490973	75491350	DNase1	Open Chromatin
17	7550384	7550783	DNase1	Open Chromatin
17	7553925	7554361	DNase1	Open Chromatin
17	75545105	75545393	DNase1	Open Chromatin
17	75575747	75576296	DNase1	Open Chromatin
17	75830556	75830957	DNase1	Open Chromatin
17	75838571	75839060	DNase1	Open Chromatin
17	75839579	75839986	DNase1	Open Chromatin
17	75859821	75860164	DNase1	Open Chromatin
17	75863568	75863984	DNase1	Open Chromatin
17	75865285	75866355	DNase1	Open Chromatin
17	75867655	75868088	DNase1	Open Chromatin
17	75871873	75872483	DNase1	Open Chromatin
17	75877509	75878119	DNase1	Open Chromatin
17	75878453	75879143	DNase1	Open Chromatin
17	75882291	75882887	DNase1	Open Chromatin
17	75883385	75884483	DNase1	Open Chromatin
17	7589177	7590225	DNase1	Open Chromatin
17	7590350	7591154	DNase1	Open Chromatin
17	7591250	7591980	DNase1	Open Chromatin
17	75912774	75913306	DNase1	Open Chromatin
17	75954263	75954947	DNase1	Open Chromatin
17	76108735	76109097	DNase1	Open Chromatin
17	76109816	76110287	DNase1	Open Chromatin
17	76120586	76120987	DNase1	Open Chromatin
17	76123205	76123671	DNase1	Open Chromatin
17	76126596	76127016	DNase1	Open Chromatin
17	76133609	76134011	DNase1	Open Chromatin
17	76136134	76137011	DNase1	Open Chromatin
17	76140263	76140847	DNase1	Open Chromatin
17	76150916	76151595	DNase1	Open Chromatin
17	76164442	76164854	DNase1	Open Chromatin
17	76168352	76168975	DNase1	Open Chromatin
17	76170343	76170990	DNase1	Open Chromatin
17	76172600	76172992	DNase1	Open Chromatin
17	76183006	76183646	DNase1	Open Chromatin
17	76194777	76195701	DNase1	Open Chromatin
17	76210129	76210491	DNase1	Open Chromatin
17	76222951	76223378	DNase1	Open Chromatin
17	76223585	76224020	DNase1	Open Chromatin
17	76238348	76238860	DNase1	Open Chromatin
17	76246953	76247416	DNase1	Open Chromatin
17	76250536	76250901	DNase1	Open Chromatin
17	76259241	76259662	DNase1	Open Chromatin
17	76280214	76280678	DNase1	Open Chromatin
17	76281204	76281836	DNase1	Open Chromatin
17	76281922	76282289	DNase1	Open Chromatin
17	76285845	76286300	DNase1	Open Chromatin
17	76289296	76289643	DNase1	Open Chromatin
17	76320463	76321178	DNase1	Open Chromatin
17	76325270	76325876	DNase1	Open Chromatin
17	76333363	76334101	DNase1	Open Chromatin
17	76338402	76340028	DNase1	Open Chromatin
17	76352319	76353088	DNase1	Open Chromatin
17	76355989	76357222	DNase1	Open Chromatin
17	76371387	76372281	DNase1	Open Chromatin
17	76374341	76374936	DNase1	Open Chromatin
17	76374954	76375633	DNase1	Open Chromatin
17	76377542	76378262	DNase1	Open Chromatin
17	76380012	76380708	DNase1	Open Chromatin
17	76382207	76382925	DNase1	Open Chromatin
17	76384244	76385329	DNase1	Open Chromatin
17	76408464	76408987	DNase1	Open Chromatin
17	76409004	76409624	DNase1	Open Chromatin
17	76412910	76413505	DNase1	Open Chromatin
17	76418061	76418479	DNase1	Open Chromatin
17	76438537	76439462	DNase1	Open Chromatin
17	7646893	7647220	DNase1	Open Chromatin
17	76480655	76481100	DNase1	Open Chromatin
17	76493214	76493583	DNase1	Open Chromatin
17	76529007	76529380	DNase1	Open Chromatin
17	76537595	76538426	DNase1	Open Chromatin
17	76554429	76554845	DNase1	Open Chromatin
17	76564561	76564950	DNase1	Open Chromatin
17	76588140	76589050	DNase1	Open Chromatin
17	76600881	76601270	DNase1	Open Chromatin
17	76609415	76610054	DNase1	Open Chromatin
17	76627899	76628433	DNase1	Open Chromatin
17	76635044	76635917	DNase1	Open Chromatin
17	76641822	76642457	DNase1	Open Chromatin
17	76648938	76649781	DNase1	Open Chromatin
17	76650321	76650846	DNase1	Open Chromatin
17	76661135	76661621	DNase1	Open Chromatin
17	76661952	76662914	DNase1	Open Chromatin
17	76704635	76704991	DNase1	Open Chromatin
17	76732643	76733318	DNase1	Open Chromatin
17	76733423	76733811	DNase1	Open Chromatin
17	76744073	76744583	DNase1	Open Chromatin
17	76744697	76745251	DNase1	Open Chromatin
17	76754913	76755272	DNase1	Open Chromatin
17	76772069	76772514	DNase1	Open Chromatin
17	76774534	76775338	DNase1	Open Chromatin
17	76778203	76778906	DNase1	Open Chromatin
17	76802588	76803004	DNase1	Open Chromatin
17	76822427	76822974	DNase1	Open Chromatin
17	76823228	76823653	DNase1	Open Chromatin
17	76835426	76836646	DNase1	Open Chromatin
17	76836685	76837807	DNase1	Open Chromatin
17	76839383	76839735	DNase1	Open Chromatin
17	76840325	76840782	DNase1	Open Chromatin
17	76857997	76858832	DNase1	Open Chromatin
17	76862733	76863206	DNase1	Open Chromatin
17	76868596	76868950	DNase1	Open Chromatin
17	76875694	76876280	DNase1	Open Chromatin
17	76878527	76880268	DNase1	Open Chromatin
17	76885611	76886073	DNase1	Open Chromatin
17	76886202	76887145	DNase1	Open Chromatin
17	76906864	76907472	DNase1	Open Chromatin
17	76911853	76912658	DNase1	Open Chromatin
17	76921291	76922236	DNase1	Open Chromatin
17	76929440	76929901	DNase1	Open Chromatin
17	76929919	76930560	DNase1	Open Chromatin
17	76967374	76967683	DNase1	Open Chromatin
17	76981951	76982460	DNase1	Open Chromatin
17	77005415	77006160	DNase1	Open Chromatin
17	77032648	77033011	DNase1	Open Chromatin
17	77041985	77042266	DNase1	Open Chromatin
17	77054797	77055291	DNase1	Open Chromatin
17	77070416	77071183	DNase1	Open Chromatin
17	7726030	7726393	DNase1	Open Chromatin
17	7736987	7739372	DNase1	Open Chromatin
17	7739619	7740652	DNase1	Open Chromatin
17	7741525	7743014	DNase1	Open Chromatin
17	7744582	7748691	DNase1	Open Chromatin
17	7754735	7755509	DNase1	Open Chromatin
17	7759176	7762152	DNase1	Open Chromatin
17	77702321	77702691	DNase1	Open Chromatin
17	77706914	77707259	DNase1	Open Chromatin
17	77719943	77720283	DNase1	Open Chromatin
17	77751691	77752096	DNase1	Open Chromatin
17	77770034	77771391	DNase1	Open Chromatin
17	77777989	77778642	DNase1	Open Chromatin
17	77783928	77784260	DNase1	Open Chromatin
17	77800043	77800450	DNase1	Open Chromatin
17	77810379	77811018	DNase1	Open Chromatin
17	77811059	77811498	DNase1	Open Chromatin
17	77813112	77813955	DNase1	Open Chromatin
17	77819110	77819744	DNase1	Open Chromatin
17	77907588	77908016	DNase1	Open Chromatin
17	7792408	7792882	DNase1	Open Chromatin
17	77965416	77965794	DNase1	Open Chromatin
17	77967357	77968142	DNase1	Open Chromatin
17	77970587	77971833	DNase1	Open Chromatin
17	77982206	77982555	DNase1	Open Chromatin
17	78009629	78009983	DNase1	Open Chromatin
17	78010195	78010821	DNase1	Open Chromatin
17	7801104	7801449	DNase1	Open Chromatin
17	78037996	78038376	DNase1	Open Chromatin
17	78056506	78056866	DNase1	Open Chromatin
17	78066049	78067210	DNase1	Open Chromatin
17	78074838	78075492	DNase1	Open Chromatin
17	78075700	78076047	DNase1	Open Chromatin
17	78120596	78121356	DNase1	Open Chromatin
17	7816276	7816691	DNase1	Open Chromatin
17	78180513	78181049	DNase1	Open Chromatin
17	78186505	78187489	DNase1	Open Chromatin
17	7818666	7819881	DNase1	Open Chromatin
17	78193142	78194360	DNase1	Open Chromatin
17	78228532	78228952	DNase1	Open Chromatin
17	78233834	78234418	DNase1	Open Chromatin
17	78237166	78237607	DNase1	Open Chromatin
17	7825847	7826522	DNase1	Open Chromatin
17	7834882	7836103	DNase1	Open Chromatin
17	7836176	7836724	DNase1	Open Chromatin
17	78388716	78389489	DNase1	Open Chromatin
17	78400651	78401060	DNase1	Open Chromatin
17	78428300	78429373	DNase1	Open Chromatin
17	78431240	78431748	DNase1	Open Chromatin
17	78518450	78518866	DNase1	Open Chromatin
17	78549141	78549472	DNase1	Open Chromatin
17	78652314	78652820	DNase1	Open Chromatin
17	78711155	78711808	DNase1	Open Chromatin
17	78712182	78712602	DNase1	Open Chromatin
17	7872731	7873260	DNase1	Open Chromatin
17	78734300	78734694	DNase1	Open Chromatin
17	78747888	78748571	DNase1	Open Chromatin
17	78753882	78754623	DNase1	Open Chromatin
17	78793140	78793607	DNase1	Open Chromatin
17	78806564	78807400	DNase1	Open Chromatin
17	78830182	78830821	DNase1	Open Chromatin
17	78844162	78844612	DNase1	Open Chromatin
17	78847398	78847890	DNase1	Open Chromatin
17	78865082	78866361	DNase1	Open Chromatin
17	7892015	7892407	DNase1	Open Chromatin
17	7893120	7893897	DNase1	Open Chromatin
17	78960899	78961309	DNase1	Open Chromatin
17	7896280	7896668	DNase1	Open Chromatin
17	78997594	78997959	DNase1	Open Chromatin
17	79007301	79007567	DNase1	Open Chromatin
17	79008482	79009197	DNase1	Open Chromatin
17	79023639	79024616	DNase1	Open Chromatin
17	79064479	79064998	DNase1	Open Chromatin
17	79068645	79069103	DNase1	Open Chromatin
17	79071123	79071566	DNase1	Open Chromatin
17	79071724	79072138	DNase1	Open Chromatin
17	79075442	79075929	DNase1	Open Chromatin
17	79093036	79093855	DNase1	Open Chromatin
17	79116385	79116908	DNase1	Open Chromatin
17	79122894	79123577	DNase1	Open Chromatin
17	79124084	79125065	DNase1	Open Chromatin
17	79126200	79126640	DNase1	Open Chromatin
17	79126986	79127494	DNase1	Open Chromatin
17	79128644	79129220	DNase1	Open Chromatin
17	79133745	79134625	DNase1	Open Chromatin
17	79174579	79174954	DNase1	Open Chromatin
17	79196600	79197428	DNase1	Open Chromatin
17	79197573	79197968	DNase1	Open Chromatin
17	7919995	7920682	DNase1	Open Chromatin
17	79202217	79202769	DNase1	Open Chromatin
17	79212682	79213291	DNase1	Open Chromatin
17	79228602	79229092	DNase1	Open Chromatin
17	7923003	7923403	DNase1	Open Chromatin
17	79258951	79260090	DNase1	Open Chromatin
17	79261645	79262086	DNase1	Open Chromatin
17	79265559	79265928	DNase1	Open Chromatin
17	79268861	79269580	DNase1	Open Chromatin
17	7927083	7927463	DNase1	Open Chromatin
17	79282864	79283620	DNase1	Open Chromatin
17	79300372	79301435	DNase1	Open Chromatin
17	79303272	79303669	DNase1	Open Chromatin
17	79319161	79320360	DNase1	Open Chromatin
17	79338842	79339435	DNase1	Open Chromatin
17	79339475	79339993	DNase1	Open Chromatin
17	79360996	79361421	DNase1	Open Chromatin
17	79367563	79368331	DNase1	Open Chromatin
17	79368841	79369499	DNase1	Open Chromatin
17	79370251	79371278	DNase1	Open Chromatin
17	79396514	79397415	DNase1	Open Chromatin
17	79427895	79428281	DNase1	Open Chromatin
17	7944513	7945011	DNase1	Open Chromatin
17	79448377	79448721	DNase1	Open Chromatin
17	79450230	79450586	DNase1	Open Chromatin
17	79451155	79451655	DNase1	Open Chromatin
17	79454895	79455244	DNase1	Open Chromatin
17	79479630	79480610	DNase1	Open Chromatin
17	79482110	79482603	DNase1	Open Chromatin
17	79486421	79486909	DNase1	Open Chromatin
17	79519151	79520418	DNase1	Open Chromatin
17	79520487	79520968	DNase1	Open Chromatin
17	79526088	79526452	DNase1	Open Chromatin
17	79527701	79528865	DNase1	Open Chromatin
17	79530918	79531598	DNase1	Open Chromatin
17	79544291	79544707	DNase1	Open Chromatin
17	79565247	79565851	DNase1	Open Chromatin
17	7959479	7960014	DNase1	Open Chromatin
17	79603739	79604469	DNase1	Open Chromatin
17	7960948	7961399	DNase1	Open Chromatin
17	79633042	79633943	DNase1	Open Chromatin
17	7963583	7963895	DNase1	Open Chromatin
17	79650523	79651686	DNase1	Open Chromatin
17	79669885	79670623	DNase1	Open Chromatin
17	79678807	79679414	DNase1	Open Chromatin
17	79700762	79701154	DNase1	Open Chromatin
17	79702461	79703351	DNase1	Open Chromatin
17	7972095	7972897	DNase1	Open Chromatin
17	7976904	7977341	DNase1	Open Chromatin
17	79789718	79790599	DNase1	Open Chromatin
17	79790855	79791475	DNase1	Open Chromatin
17	79795295	79796099	DNase1	Open Chromatin
17	79818197	79819699	DNase1	Open Chromatin
17	79828129	79828852	DNase1	Open Chromatin
17	79829048	79830317	DNase1	Open Chromatin
17	79849294	79849987	DNase1	Open Chromatin
17	79869164	79869633	DNase1	Open Chromatin
17	79874108	79874477	DNase1	Open Chromatin
17	79875874	79876325	DNase1	Open Chromatin
17	79879119	79879526	DNase1	Open Chromatin
17	79881198	79882197	DNase1	Open Chromatin
17	79884131	79885233	DNase1	Open Chromatin
17	79885464	79886093	DNase1	Open Chromatin
17	79894985	79895652	DNase1	Open Chromatin
17	79917395	79917930	DNase1	Open Chromatin
17	79925764	79926103	DNase1	Open Chromatin
17	79935196	79936116	DNase1	Open Chromatin
17	79980568	79981307	DNase1	Open Chromatin
17	79988312	79988771	DNase1	Open Chromatin
17	79995057	79995923	DNase1	Open Chromatin
17	80023584	80023971	DNase1	Open Chromatin
17	80055965	80057018	DNase1	Open Chromatin
17	80063799	80064615	DNase1	Open Chromatin
17	80111682	80112107	DNase1	Open Chromatin
17	80128266	80128892	DNase1	Open Chromatin
17	80151436	80152068	DNase1	Open Chromatin
17	80163737	80164391	DNase1	Open Chromatin
17	80170464	80170915	DNase1	Open Chromatin
17	80171208	80171732	DNase1	Open Chromatin
17	80172846	80173584	DNase1	Open Chromatin
17	80174136	80175117	DNase1	Open Chromatin
17	80175147	80176094	DNase1	Open Chromatin
17	80180651	80181138	DNase1	Open Chromatin
17	80186043	80186531	DNase1	Open Chromatin
17	80186582	80187042	DNase1	Open Chromatin
17	80187946	80190262	DNase1	Open Chromatin
17	80194169	80194639	DNase1	Open Chromatin
17	80196270	80197056	DNase1	Open Chromatin
17	80199128	80199969	DNase1	Open Chromatin
17	8021767	8022700	DNase1	Open Chromatin
17	80225273	80226078	DNase1	Open Chromatin
17	8022814	8023323	DNase1	Open Chromatin
17	80230573	80231833	DNase1	Open Chromatin
17	8023397	8024392	DNase1	Open Chromatin
17	80236981	80237826	DNase1	Open Chromatin
17	80241139	80241679	DNase1	Open Chromatin
17	80245828	80246352	DNase1	Open Chromatin
17	80250494	80251526	DNase1	Open Chromatin
17	80255106	80256560	DNase1	Open Chromatin
17	8028807	8029250	DNase1	Open Chromatin
17	80290618	80291983	DNase1	Open Chromatin
17	80309668	80310045	DNase1	Open Chromatin
17	80358699	80359106	DNase1	Open Chromatin
17	80375946	80376659	DNase1	Open Chromatin
17	80408297	80408978	DNase1	Open Chromatin
17	80415009	80415331	DNase1	Open Chromatin
17	80415574	80416779	DNase1	Open Chromatin
17	8041823	8042585	DNase1	Open Chromatin
17	8042642	8043124	DNase1	Open Chromatin
17	8043249	8043727	DNase1	Open Chromatin
17	80452418	80453070	DNase1	Open Chromatin
17	80454791	80455365	DNase1	Open Chromatin
17	80476802	80477767	DNase1	Open Chromatin
17	80506435	80506864	DNase1	Open Chromatin
17	80509654	80510130	DNase1	Open Chromatin
17	80512346	80512640	DNase1	Open Chromatin
17	8054417	8056163	DNase1	Open Chromatin
17	80545135	80545478	DNase1	Open Chromatin
17	80549478	80549879	DNase1	Open Chromatin
17	80550606	80551376	DNase1	Open Chromatin
17	80561837	80562488	DNase1	Open Chromatin
17	8056790	8057985	DNase1	Open Chromatin
17	8059221	8060683	DNase1	Open Chromatin
17	80606073	80606944	DNase1	Open Chromatin
17	8061872	8062414	DNase1	Open Chromatin
17	80656418	80657058	DNase1	Open Chromatin
17	8066103	8066436	DNase1	Open Chromatin
17	80674024	80674817	DNase1	Open Chromatin
17	8067471	8068137	DNase1	Open Chromatin
17	80709140	80710191	DNase1	Open Chromatin
17	80739646	80740106	DNase1	Open Chromatin
17	8076280	8077392	DNase1	Open Chromatin
17	8079566	8079966	DNase1	Open Chromatin
17	80796181	80796689	DNase1	Open Chromatin
17	80817229	80817636	DNase1	Open Chromatin
17	80817701	80818369	DNase1	Open Chromatin
17	80839802	80840157	DNase1	Open Chromatin
17	80840577	80840938	DNase1	Open Chromatin
