Chromosome/scaffold name	Start (bp)	End (bp)	Feature type
4	105614847	105615094	TF binding site
1	43770719	43771004	TF binding site
3	124413363	124413725	TF binding site
1	167786228	167786864	TF binding site
12	103227902	103228226	TF binding site
4	136292349	136292622	TF binding site
15	69255985	69256350	TF binding site
GL000225.1	135350	135394	TF binding site
17	37673391	37673841	TF binding site
2	227243476	227243815	TF binding site
1	145048049	145048698	TF binding site
1	6818438	6818819	TF binding site
12	122816986	122817481	TF binding site
3	181951787	181952119	TF binding site
7	153846255	153846513	TF binding site
1	46218909	46219457	TF binding site
22	22892825	22893549	TF binding site
2	217704496	217704823	TF binding site
GL000192.1	15443	16604	TF binding site
3	82669841	82670202	TF binding site
1	12335510	12335839	TF binding site
1	22689613	22689999	TF binding site
14	93372012	93372549	TF binding site
20	53181121	53181724	TF binding site
9	113604406	113604815	TF binding site
GL000200.1	15899	16213	TF binding site
1	88953737	88954469	TF binding site
10	124485311	124485615	TF binding site
4	83500105	83500455	TF binding site
6	29585943	29586182	TF binding site
20	54463748	54464162	TF binding site
GL000193.1	98739	99031	TF binding site
1	38797540	38797810	TF binding site
2	65734381	65734656	TF binding site
14	19716983	19717587	TF binding site
3	153813671	153813926	TF binding site
22	24360998	24361661	TF binding site
X	142203021	142203682	TF binding site
15	61977806	61978083	TF binding site
11	123992887	123993295	TF binding site
20	45264404	45264798	TF binding site
15	79514011	79514379	TF binding site
2	91799072	91799800	TF binding site
3	76696382	76696639	TF binding site
10	134611538	134613210	TF binding site
7	122001739	122002031	TF binding site
3	172355660	172356140	TF binding site
15	96564085	96564449	TF binding site
3	108836942	108837230	TF binding site
5	136871167	136871473	TF binding site
8	77336198	77336631	TF binding site
GL000229.1	15372	15662	TF binding site
1	34090451	34090931	TF binding site
11	61889622	61889884	TF binding site
19	50622191	50622527	TF binding site
1	110708570	110708994	TF binding site
15	50498000	50498307	TF binding site
13	41444148	41444303	TF binding site
13	112724112	112724677	TF binding site
22	42296292	42296797	TF binding site
10	23487622	23489150	TF binding site
10	122848089	122848344	TF binding site
11	80571618	80572111	TF binding site
2	70970748	70971225	TF binding site
5	55599301	55599826	TF binding site
8	95820841	95821137	TF binding site
1	202625259	202625694	TF binding site
11	83529360	83529755	TF binding site
X	129209799	129210008	TF binding site
15	74644747	74645061	TF binding site
22	22329260	22329623	TF binding site
3	155484053	155484344	TF binding site
5	97679009	97679301	TF binding site
4	90596093	90596657	TF binding site
X	136276377	136276630	TF binding site
1	142853329	142853614	TF binding site
5	59303577	59303817	TF binding site
2	216930997	216931362	TF binding site
1	162669216	162669477	TF binding site
8	10614245	10614690	TF binding site
8	142901994	142902385	TF binding site
4	5806387	5806624	TF binding site
11	24065472	24065723	TF binding site
3	160646078	160646448	TF binding site
7	41438739	41439243	TF binding site
6	50992646	50993441	TF binding site
1	151678174	151678661	TF binding site
6	51217458	51217774	TF binding site
9	139769698	139770159	TF binding site
5	169483882	169484277	TF binding site
14	28930562	28931116	TF binding site
GL000220.1	79883	80578	TF binding site
20	55730087	55730929	TF binding site
5	436384	436792	TF binding site
19	43281141	43281518	TF binding site
5	107266576	107266980	TF binding site
15	88199451	88200043	TF binding site
3	67062000	67062359	TF binding site
8	145737273	145737705	TF binding site
19	8530932	8531291	TF binding site
20	41055350	41055561	TF binding site
17	67080992	67081449	TF binding site
8	133501833	133502121	TF binding site
10	102214314	102214853	TF binding site
8	70468451	70468800	TF binding site
1	145310587	145311176	TF binding site
15	20775579	20776003	TF binding site
10	90488072	90488626	TF binding site
2	240856147	240856543	TF binding site
11	23887178	23887521	TF binding site
8	92301257	92301971	TF binding site
4	5004951	5005993	TF binding site
3	47084072	47084331	TF binding site
17	74634379	74634742	TF binding site
12	24197866	24198318	TF binding site
20	34972860	34973528	TF binding site
15	73215749	73215984	TF binding site
17	50904940	50905285	TF binding site
16	86834487	86834975	TF binding site
4	3243521	3244059	TF binding site
21	19413410	19413667	TF binding site
7	2230216	2230517	TF binding site
13	98563870	98564127	TF binding site
12	103643310	103643809	TF binding site
4	144740118	144740400	TF binding site
2	227522094	227522654	TF binding site
X	47821426	47821660	TF binding site
7	64909962	64910681	TF binding site
12	107335366	107335744	TF binding site
GL000227.1	73665	74191	TF binding site
6	48639258	48639594	TF binding site
13	43814542	43814702	TF binding site
2	107200714	107201068	TF binding site
9	93011433	93011718	TF binding site
7	150114910	150115194	TF binding site
17	30672755	30673610	TF binding site
8	43131143	43131658	TF binding site
15	65155485	65155804	TF binding site
1	243237581	243237846	TF binding site
6	42976819	42977312	TF binding site
13	29875205	29875538	TF binding site
3	40024503	40024852	TF binding site
2	151867978	151868278	TF binding site
9	121358040	121358342	TF binding site
5	2802894	2803216	TF binding site
6	10331428	10332539	TF binding site
4	187148486	187148742	TF binding site
1	162387472	162387755	TF binding site
11	120154951	120155391	TF binding site
17	12862838	12863079	TF binding site
5	174550325	174552330	TF binding site
8	116942287	116942743	TF binding site
21	16138591	16138885	TF binding site
7	135330144	135330388	TF binding site
3	189369900	189370156	TF binding site
20	62296174	62296875	TF binding site
5	173075350	173075786	TF binding site
17	3551121	3551457	TF binding site
GL000228.1	92783	93048	TF binding site
9	130994125	130994568	TF binding site
2	13962501	13962883	TF binding site
1	14862192	14862489	TF binding site
11	63018669	63019124	TF binding site
15	65977334	65977590	TF binding site
20	47178009	47178344	TF binding site
20	45303909	45304038	TF binding site
13	49986916	49987188	TF binding site
18	24386251	24386516	TF binding site
8	87153167	87153524	TF binding site
1	197281231	197281650	TF binding site
19	42094925	42095198	TF binding site
6	32534820	32535049	TF binding site
3	14309496	14310289	TF binding site
15	68195134	68195298	TF binding site
GL000192.1	505502	506767	TF binding site
12	61607486	61607731	TF binding site
21	45392691	45393532	TF binding site
10	79984408	79984743	TF binding site
12	34191361	34191625	TF binding site
12	62626283	62626843	TF binding site
2	45494458	45494856	TF binding site
18	56943258	56943718	TF binding site
18	55098230	55098651	TF binding site
22	21994283	21994704	TF binding site
13	20936086	20936538	TF binding site
18	47745159	47745473	TF binding site
8	22612240	22612735	TF binding site
17	80075082	80075383	TF binding site
5	28215192	28215756	TF binding site
17	58162176	58162636	TF binding site
4	84311692	84311943	TF binding site
5	173938676	173939176	TF binding site
1	61798047	61798209	TF binding site
17	60985281	60985679	TF binding site
11	23042902	23043156	TF binding site
18	28610955	28611295	TF binding site
4	125830077	125830379	TF binding site
19	53376186	53376716	TF binding site
1	155090091	155090558	TF binding site
6	44846811	44847212	TF binding site
4	35521772	35522071	TF binding site
9	132911750	132912409	TF binding site
2	205778649	205779012	TF binding site
1	106760390	106760490	TF binding site
2	49228029	49228202	TF binding site
12	57885250	57885508	TF binding site
6	23213513	23213807	TF binding site
6	57607011	57607308	TF binding site
19	38629741	38630357	TF binding site
GL000228.1	70966	71219	TF binding site
20	37214100	37214719	TF binding site
X	131535916	131536425	TF binding site
18	60168285	60168778	TF binding site
5	110399359	110399767	TF binding site
20	55662162	55662549	TF binding site
14	46445734	46446014	TF binding site
14	65377570	65377932	TF binding site
10	114656098	114656357	TF binding site
1	107760554	107760854	TF binding site
2	66277501	66277763	TF binding site
4	153743539	153743881	TF binding site
12	120435772	120436007	TF binding site
22	42956800	42957264	TF binding site
11	83972781	83973072	TF binding site
19	31845207	31845936	TF binding site
10	8081686	8082042	TF binding site
5	64196449	64196855	TF binding site
4	173813517	173813770	TF binding site
GL000205.1	38518	39355	TF binding site
1	108753926	108754245	TF binding site
5	56459465	56459924	TF binding site
7	158419037	158419429	TF binding site
4	99743201	99743631	TF binding site
12	113830687	113831307	TF binding site
15	22694281	22694741	TF binding site
6	159146769	159147146	TF binding site
7	105879831	105880212	TF binding site
21	24534735	24535320	TF binding site
1	160364366	160364646	TF binding site
1	92407067	92407446	TF binding site
1	110659030	110659926	TF binding site
3	12924858	12925364	TF binding site
14	19892082	19892652	TF binding site
5	45793863	45794024	TF binding site
X	54774128	54774653	TF binding site
8	106952253	106952502	TF binding site
13	98227233	98227506	TF binding site
17	57139559	57140490	TF binding site
10	4058663	4058949	TF binding site
2	119863892	119864306	TF binding site
14	96523045	96523343	TF binding site
15	72634730	72635145	TF binding site
4	162173758	162174063	TF binding site
8	95200124	95200130	TF binding site
19	39495160	39495520	TF binding site
5	125210478	125210744	TF binding site
13	97619528	97620136	TF binding site
1	217489547	217489956	TF binding site
13	76410654	76411000	TF binding site
14	26745968	26746324	TF binding site
5	17329702	17329987	TF binding site
6	15098063	15098341	TF binding site
1	25579196	25579579	TF binding site
2	24972014	24972262	TF binding site
8	144895380	144895737	TF binding site
17	57948858	57949298	TF binding site
11	34187396	34187744	TF binding site
20	297052	297456	TF binding site
17	9723806	9724245	TF binding site
21	43857953	43858216	TF binding site
3	172330684	172331141	TF binding site
21	38359225	38359601	TF binding site
2	220057387	220057882	TF binding site
7	150504912	150505623	TF binding site
20	55568103	55568902	TF binding site
7	47892258	47892663	TF binding site
6	64235071	64235462	TF binding site
6	122051890	122052127	TF binding site
2	78182098	78182324	TF binding site
11	3436530	3436917	TF binding site
15	38895378	38895883	TF binding site
11	84109133	84109417	TF binding site
3	64658818	64659345	TF binding site
6	31605565	31606224	TF binding site
12	119083055	119083404	TF binding site
17	28546819	28547357	TF binding site
16	32276500	32276728	TF binding site
4	17238218	17238713	TF binding site
4	25569679	25570347	TF binding site
8	145056517	145057163	TF binding site
10	29396806	29397151	TF binding site
6	170948676	170949336	TF binding site
1	99427736	99428075	TF binding site
3	83572687	83572981	TF binding site
10	117880181	117880537	TF binding site
15	74927447	74927969	TF binding site
9	118912049	118912436	TF binding site
X	150970515	150970789	TF binding site
4	92034333	92034602	TF binding site
1	233747113	233747635	TF binding site
7	133893793	133895203	TF binding site
4	111121785	111122161	TF binding site
10	29100855	29102010	TF binding site
16	54662586	54663430	TF binding site
15	50661425	50661766	TF binding site
5	143736162	143736456	TF binding site
9	91275548	91275831	TF binding site
16	24857896	24858166	TF binding site
1	18051466	18052190	TF binding site
3	52885329	52885831	TF binding site
1	18860628	18861072	TF binding site
11	61300924	61301237	TF binding site
20	25317123	25317557	TF binding site
4	190895235	190895544	TF binding site
2	131887212	131887419	TF binding site
1	38401662	38402133	TF binding site
1	178892610	178893072	TF binding site
1	233152627	233152899	TF binding site
19	57058911	57059255	TF binding site
12	130624394	130625228	TF binding site
4	108340541	108341147	TF binding site
8	9675842	9676239	TF binding site
21	41177859	41178308	TF binding site
6	101416772	101417207	TF binding site
8	87840596	87841125	TF binding site
11	18607215	18607587	TF binding site
7	141868627	141868796	TF binding site
10	93979191	93979855	TF binding site
11	49252180	49252448	TF binding site
6	85677144	85677467	TF binding site
21	36920340	36920583	TF binding site
3	10821892	10822299	TF binding site
X	88801551	88801810	TF binding site
7	51549122	51549450	TF binding site
13	24534736	24535015	TF binding site
6	21387022	21387457	TF binding site
1	151665550	151665876	TF binding site
17	34239333	34239943	TF binding site
18	29410596	29410980	TF binding site
2	176946630	176947447	TF binding site
2	56174601	56174654	TF binding site
5	102918122	102918439	TF binding site
1	53829020	53829248	TF binding site
20	56788233	56788549	TF binding site
2	39676501	39676896	TF binding site
15	85342688	85343080	TF binding site
